full_text,sentiment,clean_full_text,word_count
karena konteksnya disini udah lain pak bukan lagi desak Anies tapi debunk Praroro,netral, karena konteksnya disini sudah lain pak bukan lagi desak Anies tapi menyanggah Praroro ,13
kegembiraan harapan antusiasme pendukung anies tetap tinggi usai debat begitupun abah tetap segar dan tampak bersemangat menuntaskan tugas demi membawa perubahan untuk indonesia jaya tanpa beristirahat abah anies siap² melakukan penerbangan panjang ke sulawesi utara manado https://t.co/1kGWZfzrQE,netral, kegembiraan harapan antusiasme pendukung anies tetap tinggi usai debat begitupun abah tetap segar dan tampak bersemangat menuntaskan tugas demi membawa perubahan untuk indonesia jaya tanpa beristirahat abah anies siap siap melakukan penerbangan panjang ke sulawesi utara manado  ,37
Cringe &amp; songong. Gibran mdapat pelajaran mahal yg sempurna di #DebatCawapers. Cak Imin bintang kelas n Prof Mahfud guru kelas. Warning yg hrs trs digaungkan: bangsa yg besar ini tdk boleh--lagi-- diurus dgn main2. Coba2. #tomlembong #AMINAjaDulu https://t.co/yNUhKOYphg,netral, Cringe &amp; songong. Gibran mdapat pelajaran mahal yang sempurna di . Cak Imin bintang kelas dan Prof Mahfud guru kelas. Warning yang harus  terus digaungkan: bangsa yang besar ini tidak boleh--lagi-- diurus dengan  main2. Coba2.    ,35
@Fahrihamzah @prabowo ga ada opsi gemoy nih... katanya mau gemoy.. ,netral,   tidak ada opsi gemoi nih... katanya mau gemoy..  ,8
Visi Anies-Muhaimin: Menciptakan program pemulihan lingkungan memperhatikan penghijauan kota dan mendorong praktik ramah lingkungan. #AMINku01,positif, Visi Anies-Muhaimin: Menciptakan program pemulihan lingkungan memperhatikan penghijauan kota dan mendorong praktik ramah lingkungan.  ,14
betul pak anies pertanggungjawabannya sangat berat kelak nanti ,netral, betul pak anies pertanggung jawabannya sangat berat kelak nanti  ,9
@Kingcube12 @aewin86 @aniesbaswedan Terbukti akun goblok khan... Pendukung @ganjarpranowo di X itu tinggal akun² goblok yang adminnya hanya 1-2 orang Dikiranya saya nggak paham pancinganmu. Ganjar suruh menjawab itu katanya Wadas dah beres dah dibayar 22M. Ke siapa bayarnya ??? Ke buzzernya ,netral,    Terbukti akun bodoh khan... Pendukung  di X itu tinggal akun akun bodoh yang adminnya hanya 1-2 orang Dikiranya saya tidak paham pancinganmu. Ganjar suruh menjawab itu katanya Wadas sudah beres sudah dibayar 22M. Ke siapa bayarnya ??? Ke buzernya  ,39
@akbarfaizal68 Gus Muhaimin Iskandar Top,positif,  Gus Muhaimin Iskandar Top ,4
Pilih Anis &amp; Muhaimin AMIN #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW https://t.co/L2MyXTn888,positif, Pilih Anis &amp; Muhaimin AMIN       ,5
Keberanian Ganjar dan Mahfud dalam menghadirkan solusi konkret adalah cermin dari komitmen mereka untuk menciptakan Indonesia Unggul @nkmrazuha VisiMisi GanjarMahfud https://t.co/xgsamDBbMf,positif, Keberanian Ganjar dan Mahfud dalam menghadirkan solusi konkret adalah cermin dari komitmen mereka untuk menciptakan Indonesia Unggul  VisiMisi GanjarMahfud  ,19
@tempodotco Sangat mengagumkan Pak Prabowo jago di segala bidang,positif,  Sangat mengagumkan Pak Prabowo jago di segala bidang ,8
@tribunnews Udah jelas pak Ganjar dan pak Mahfud itu pengen ekonomi negri kita ini meningkat terus maka dari itu semua potensi dilibatkan.,positif,  Udah jelas pak Ganjar dan pak Mahfud itu ingin ekonomi negeri kita ini meningkat terus maka dari itu semua potensi dilibatkan. ,21
Pidato Ayah Ganjar di GBK mencerminkan kepemimpinan yang tangguh dan berdedikasi untuk kepentingan rakyat. Ganjar Pranowo terbukti lebih baik @SiregarReza8 #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/uu2k5RVS97,positif, Pidato Ayah Ganjar di GBK mencerminkan kepemimpinan yang tangguh dan berdedikasi untuk kepentingan rakyat. Ganjar Pranowo terbukti lebih baik      ,19
Keberhasilan Ganjar-Mahfud dalam memberdayakan Badan Pemeriksa Keuangan (BPK) memberikan sinyal positif terkait komitmennya terhadap akuntabilitas anggaran. @ZVlxyraaaa Hebat ! Sat Set https://t.co/cTFYclu6SL,positif, Keberhasilan Ganjar-Mahfud dalam memberdayakan Badan Pemeriksa Keuangan (BPK) memberikan sinyal positif terkait komitmennya terhadap akuntabilitas anggaran.  Hebat ! Sat Set  ,20
@riizkiRF @tvOneNews Knp merasa diserang ? Krn nggak bisa mnjwb dg bagus. Lihatlah anies ketika dikasih pertanyaan tajam tent IKN oleh ganjar didebat pertama Anies bisa mnjwab dg wonderful jd nggak merasa diseranag malah bangga dikasih pertanyàn tsb.,netral,   Knp merasa diserang ? Krn tidak bisa menjawab dengan  bagus. Lihatlah anies ketika dikasih pertanyaan tajam tentang IKN oleh ganjar didebat pertama Anies bisa menjawab dengan  luar biasa jadi tidak merasa diserang malah bangga dikasih pertanyaan tsb. ,37
DEBAT CAWAPRES Gus Muhaimin usung Ekonomi kerakyatan yang berkeadilan dan untuk sepenuhnya kesejateraan rakyat #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 @aniesbaswedan @cakimiNOW @DPP_PKB @DPNAminBalad https://t.co/8WrjPQO58b,netral, DEBAT CAWAPRES Gus Muhaimin usung Ekonomi kerakyatan yang berkeadilan dan untuk sepenuhnya kesejahteraan rakyat         ,14
Prabowo aneh banget makin tua ,negatif, Prabowo aneh sekali  makin tua  ,5
Partai politik pengusung Capres-capres d pilpres 2024 ini kok pd berebutan dipasangkan dengan @gibran_tweet jd Cawapresnya? (Awalnya) Lebih tidak etis lagi setelah gagal lalu mempersoalkan etik. (Akhirnya) Sampai di sini paham??? Ayo mikir... #ekahope #SAYAINDONESIA https://t.co/54AYtoTFql,netral, Partai politik pengusung Capres-capres  pilpres 2024 ini kok pada  berebutan dipasangkan dengan  jadi Cawapresnya? (Awalnya) Lebih tidak etis lagi setelah gagal lalu mempersoalkan etik. (Akhirnya) Sampai di sini paham??? Ayo mikir...    ,31
@pikiran_rakyat teliti lagi dehhh min pak Mahfud udah bilang pas Orba lo ya,netral,  teliti lagi deh min pak Mahfud sudah bilang pas Orba kamu ya ,12
@DokterTifa gmn ya @gibran_tweet @jokowi @SBYudhoyono @AgusYudhoyono .....,netral,  bagaimana ya     ..... ,3
@kazzylm kecewa dengan muhaimin iskandar (lu),negatif,  kecewa dengan muhaimin iskandar (lu) ,5
Detik-Detik Prabowo Minta Maaf ke Anies-Ganjar Gibran Tundukan Kepala https://t.co/ppiILVOlYs,netral, Detik-Detik Prabowo Minta Maaf ke Anies-Ganjar Gibran Tundukan Kepala  ,9
@ganjarpranowo @mcd4nny @daniaaditya @fatihandhika @ozarangkuti Dukung selalu pak ganjar mahfud sampai menjadi presiden RI semoga selalu diberikan keberkahan dan kemenangan,positif,      Dukung selalu pak ganjar mahfud sampai menjadi presiden RI semoga selalu diberikan keberkahan dan kemenangan ,15
oh gitu ya pak kok pak mahfud ga tahu,negatif, oh begitu  ya pak kok pak mahfud tidak tahu ,9
@kikysaputrii prof mahfud kalau selesai mengeluarkan statement diakhiri kata selesai seolah-olah sbg penegas. tp sayang ada bunda ,netral,  profesor mahfud kalau selesai mengeluarkan pernyataan diakhiri kata selesai seolah-olah sebagai penegas. tapi sayang ada bunda  ,16
@habiburokhman basis boleh prabowo-gibran vocalisnya tetap Anies-Muhaimin,netral,  basis boleh prabowo-gibran vokalisnya tetap Anies-Muhaimin ,6
Gibran udah keren eh moment semalem dirusak capres nya,netral, Gibran sudah keren eh momen semalam dirusak capres nya ,9
@ignasbowo Tukang poles prabowo sibuk moles setelah pak wowo dirujak anies,netral,  Tukang poles prabowo sibuk poles setelah pak prabowo dirujak anies ,10
@Dennysiregar7 @aniesbaswedan @prabowo @ganjarpranowo Denny siregar menata kopi,netral,     Denny siregar menata kopi ,4
Tema Perkotaan: IKN 40 kota selevel Jakarta Cawapres nomor urut 1 Muhaimin Iskandar (Cak Imin) berencana akan membangun 40 kota baru selevel Jakarta. Dua cawapres lainnya mengaku heran dengan ambisi tersebut. Cawapres nomor urut 2 Gibran Rakabuming Raka mempermasalahkan https://t.co/UoPuI3qweE,negatif, Tema Perkotaan: IKN 40 kota selevel Jakarta Cawapres nomor urut 1 Muhaimin Iskandar (Cak Imin) berencana akan membangun 40 kota baru selevel Jakarta. Dua cawapres lainnya mengaku heran dengan ambisi tersebut. Cawapres nomor urut 2 Gibran Rakabuming Raka mempermasalahkan  ,39
Setelah melihat performa Gibran tadi malam mudah an serangan dengan tema asam sulfat atau belimbing sayur sudah bisa ditinggalkan. Mari balik ke esensi pemilu. Mengkontraskan agenda agar rakyat bisa memilih yg punya rencana kerja lebih baik.,netral, Setelah melihat performa Gibran tadi malam mudah an serangan dengan tema asam sulfat atau belimbing sayur sudah bisa ditinggalkan. Mari balik ke esensi pemilu. Mengkontraskan agenda agar rakyat bisa memilih yang punya rencana kerja lebih baik. ,36
i really want to fight for anies baswedan so bad yallah keknya ak mulai mengerti perasaan aniesbubble bjir bjir ,netral, i sungguh mau ke bertarung untuk anies baswedan sehingga buruk ya allah kayaknya saya  mulai mengerti perasaan anies gelembung anjir bjir  ,21
@kurawa Oooh siap dialog publik lho ya head to head vs anies vs ganjar bukan debat KPU yang ada bocoran kisi2 ,netral,  Oooh siap dialog publik lo ya kepala ke kepala versus anies versus ganjar bukan debat KPU yang ada bocoran kisi kisi  ,21
@gimanaagitu @bengkeldodo 1. Ga ada kata2 kasar dan penghinaan. 2. Dalam debat ga penting usia yang terpenting siapa yang paling bisa buat lawan down. 3. Ini debat bukan lg ngobrol biasa Seperti halnya prabowo dan anies waktu itu emang ada tata krama? Apalagi untuk orang yg sudah ditolong. Santai aja.,netral,   1. Ga ada kata kata kasar dan penghinaan. 2. Dalam debat tidak penting usia yang terpenting siapa yang paling bisa buat lawan down. 3. Ini debat bukan lagi bicara  biasa Seperti halnya prabowo dan anies waktu itu memang ada tata krama? Apalagi untuk orang yang sudah ditolong. Santai aja. ,49
@are_inismyname Hancurnya Prabowo tampak jelas dari wajah sudah jelas sangat kebingungan akhirnya buat kalimat yg ekstra ordinary konyolnya kekanak-kanakan.,negatif,  Hancurnya Prabowo tampak jelas dari wajah sudah jelas sangat kebingungan akhirnya buat kalimat yang ekstra biasa konyolnya kekanak-kanakan. ,18
@Muhammad_Saewad @aniesbaswedan @cakimiNOW @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd Debat semakin baik hanya saja ada salah satu capres yg terlalu baper dan esmossi cepat naik .,netral,        Debat semakin baik hanya saja ada salah satu capres yang terlalu bawa perasaan dan emosi cepat naik . ,18
Berakhir sudah debat para Paslon! Saya semakin mantap dan bangga memperjuangkan Mas Anies Baswedan dan Gus Muhaimin! #DebatCapres #AForEvery1 #AniesFinalStage,netral, Berakhir sudah debat para Paslon! Saya semakin mantap dan bangga memperjuangkan Mas Anies Baswedan dan Gus Muhaimin!    ,17
Keberlanjutan Ganjar-Mahfud di pemerintahan akan membawa perdagangan Indonesia ke arah yang lebih berdaya saing. @VirginiaSh88125 Top ! Pasti Lebih Baik https://t.co/oYskgIbsz9,positif, Keberlanjutan Ganjar-Mahfud di pemerintahan akan membawa perdagangan Indonesia ke arah yang lebih berdaya saing.  Top ! Pasti Lebih Baik  ,19
Peningkatan kualitas SDM menjadi fokus Ganjar-Mahfud untuk mendukung perdagangan yang berbasis pada keunggulan kompetitif. @urtinytimy Top ! Pasti Lebih Baik https://t.co/hcmHFOr5NZ,positif, Peningkatan kualitas SDM menjadi fokus Ganjar-Mahfud untuk mendukung perdagangan yang berbasis pada keunggulan kompetitif.  Top ! Pasti Lebih Baik  ,19
@kba_news Pak anies sudah ada dihati rakyat. Cerdas dan amanah.,positif,  Pak anies sudah ada di hati rakyat. Cerdas dan amanah. ,10
Berbagai Blunder dari Kubu Prabowo-Gibran Membuat Pemilu 2024 Makin Menarik https://t.co/lgvUcuRaKr,netral, Berbagai Blunder dari Kubu Prabowo-Gibran Membuat Pemilu 2024 Makin Menarik  ,10
@kikysaputrii @gibran_tweet Apasih,netral,   Apasih ,1
All in Ganjar Mahfud sampai ke luar negeri ... Merinding Kampanye 02 #KumpulAkbarJIS01 Emaknya Cak Lontong Jam 3 Sirekap Boris Cakep Tidur Waduh Tamara Jawa Barat Dante Ahok Abah https://t.co/OfCvoawQhH,positif, All ini Ganjar Mahfud sampai ke luar negeri ... Merinding Kampanye 02  Emaknya Cak Lontong Jam 3 Sirekap Boris Cakep Tidur Waduh Tamara Jawa Barat Dante Ahok Abah  ,28
Dengan kepemimpinan yang visioner Ganjar-Mahfud menciptakan kebijakan perdagangan yang berpihak pada keadilan sosial. @Winternun_ Top ! Pasti Lebih Baik https://t.co/Vfo90bmkGF,positif, Dengan kepemimpinan yang visioner Ganjar-Mahfud menciptakan kebijakan perdagangan yang berpihak pada keadilan sosial.  Top ! Pasti Lebih Baik  ,18
Klo 0engen melu aku kulo lajengmilih Muhaimin oke,netral, Klo pengin melu saya kulo lajeng pilih Muhaimin oke ,9
@BANGSAygSUJUD @prabowo Jgn percaya sama fitnah murahan buzzerRp paslon 02 mereka menghalalkan segala cara utk mencari simpati sy trmsuk simpatisan aja gak percaya apalagi kadernya kan motto PKS sdh jelas ' PKS menang Anies presiden ',netral,   Jgn percaya sama fitnah murahan buzzerRp paslon 02 mereka menghalalkan segala cara untuk mencari simpati saya termasuk simpatisan saja tidak percaya apalagi kadernya kan moto PKS sudah  jelas ' PKS menang Anies presiden ' ,34
Debat Capres... Anis.....Mantan Gubernur... Prabowo...Menhakam Aktif Ganjar.... Gubernur Jateng..Aktif.. Konstitusi bisa berubah....sesuai Kepentingan....Tahu sama Tahu...Kita Bukan Anak anak ...katanya ....,netral, Debat Capres... Anis.....Mantan Gubernur... Prabowo...Menhakam Aktif Ganjar.... Gubernur Jateng..Aktif.. Konstitusi bisa berubah....sesuai Kepentingan....Tahu sama Tahu...Kita Bukan Anak anak ...katanya .... ,20
Alhamdulillah Keluarga Besar Nahdlatul Ulama (KBNU) berSATU bersama AMIN. Matur sembah nuwun doa dan dukungannya. Ini sebuah kebanggaan dan rasa syukur yang luar biasa buat saya dan Mas Anies. Salam hormat dan terima kasih atas seluruh dukungan kepercayaan yang diberikan kepada https://t.co/PzcDSS3Vcg,netral, Alhamdulillah Keluarga Besar Nahdlatul Ulama (KBNU) berSATU bersama AMIN. Matur sembah nuwun doa dan dukungannya. Ini sebuah kebanggaan dan rasa syukur yang luar biasa buat saya dan Mas Anies. Salam hormat dan terima kasih atas seluruh dukungan kepercayaan yang diberikan kepada  ,41
@NOTASLIMBOY Tp tanpa upaya offensife dan hanya normatif visi misi sementara pihak 02 spt biasa nyerang pake gestur dan hoax spt biasa mlh terlihat p Anies lemah mnrtku mlh mending p Anies menunjukkan upaya debat terakhir sbg seni performig dgn jgn tll lempeng,netral,  Tp tanpa upaya ofensif dan hanya normatif visi misi sementara pihak 02 seperti  biasa serang pakai gestur dan bohong seperti  biasa malah terlihat pak Anies lemah menurutku malah mending pak Anies menunjukkan upaya debat terakhir sebagai seni melakukan dengan  jangan tll lempeng ,42
@Brigade01Arwan1 @aniesbaswedan Anis-Muhaimin Beda...orang pintar coblos 01,netral,   Anis-Muhaimin Beda...orang pintar coblos 01 ,5
@dhyansabilla_ Apa yang telah dihasilkan pak prabowo buat indonesia selama menjabat jadi menkopolhukam.?,netral,  Apa yang telah dihasilkan pak prabowo buat indonesia selama menjabat jadi menkopolhukam.? ,12
Lihat video Anies Rasyid Baswedan! #TikTok https://t.co/KbbCtB1g9P,negatif, Lihat video Anies Rasyid Baswedan!   ,5
@tvOneNews Ini orang berkoar2 semakin menjadi2..!!! Bencinya sama anies apa sih kesalahan anies sama ini orang..??? Coba deh introspeksi diri jilat dlm bngt untuk bela 02..!!!,netral,  Ini orang berkoar koar semakin menjadi2..!!! Bencinya sama anies apa sih kesalahan anies sama ini orang..??? Coba deh introspeksi diri jilat dalam  sangat  untuk bela 02..!!! ,26
#SlepetAjaGus #SlepetNomic #AniesMuhaimin2024 Gus Muhaimin akan mengikuti Debat Kedua Cawapres 2024 yang diselenggarakan oleh KPU pada Jum'at 22 Desember 2023 pukul 19.00 WIB di Kantor KPU Jakarta. https://t.co/nq2iZPmIJc,netral,    Gus Muhaimin akan mengikuti Debat Kedua Cawapres 2024 yang diselenggarakan oleh KPU pada Jum'at 22 Desember 2023 pukul 19.00 WIB di Kantor KPU Jakarta.  ,24
@kingslandsjay @Hasbil_Lbs @prabowo Langkah-langkah strategis yang diambil oleh Pak Prabowo untuk meningkatkan sektor ekonomi dan membantu pelaku usaha lokal adalah contoh nyata bagaimana pemimpin dapat memberikan kontribusi nyata.,netral,    Langkah-langkah strategis yang diambil oleh Pak Prabowo untuk meningkatkan sektor ekonomi dan membantu pelaku usaha lokal adalah contoh nyata bagaimana pemimpin dapat memberikan kontribusi nyata. ,25
@narkosun @TsamaraDKI Wkwkkw panas... La masalah etika lu pikir anies sama ganjar ngroyok menjatuhkan prabowo tu sopan?,netral,   Wkwkkw panas... La masalah etika kamu pikir anies sama ganjar keroyok menjatuhkan prabowo itu  sopan? ,15
@Hasbil_Lbs @aniesbaswedan Tidak anda selesaikan? Iti kan artinya mengundurkan diri kalo direshuffle kan beda dong? Apakah kalian akhirnya mengakui bahwa anies bukan menteri pecatan seperti yg kalian arahkan kepada buzzer 02?,netral,   Tidak anda selesaikan? Iti kan artinya mengundurkan diri kalau dirombak kan beda dong? Apakah kalian akhirnya mengakui bahwa anies bukan menteri pecatan seperti yang kalian arahkan kepada buzer 02? ,29
Muhaimin mending lu diem deh ,negatif, Muhaimin mending kamu diam deh  ,5
Profesor &amp; pakar dr perg tinggi itu tdk level dg buzzer 02 spt ini. Jadi kl mau menanggapi mesti yg selevel walaupun buzzer jg spt Yusril. Yusril walaupun ank buah gibran jg pernah puny kapasitas sbg pakar walau tujuan mrk skrg berbeda,netral, Profesor &amp; pakar dari perguruan tinggi itu tidak level dengan  buzer 02 seperti  ini. Jadi kalau mau menanggapi mesti yang selevel walaupun buzer juga  seperti  Yusril. Yusril walaupun anak  buah gibran juga  pernah punya kapasitas sebagai pakar walau tujuan mereka sekarang berbeda ,42
@temponewsroom Kalau babak belur kabinet Jokowi itu sejak 2014 maka Anies dan Mahfud termasuk di dalamnya,netral,  Kalau babak belur kabinet Jokowi itu sejak 2014 maka Anies dan Mahfud termasuk di dalamnya ,15
Syarat mendukung Prabowo-Gibran : IQ di bawah 80,netral, Syarat mendukung Prabowo-Gibran : IQ di bawah 80 ,8
Dilanjut Paslon Nomor Urut 1 Anies Baswedan dan Muhaimin Iskandar yang tiba menjelang debat kelima atau debat pamungkas di Jakarta Convention Center Senayan Jakarta. (Rir) #BeritaElshinta https://t.co/q5GeOf9HmD,netral, Dilanjut Paslon Nomor Urut 1 Anies Baswedan dan Muhaimin Iskandar yang tiba menjelang debat ke lima atau debat pamungkas di Jakarta Convention Center Senayan Jakarta. (Rir)   ,26
Daulatkan kekuatan Budaya secara global bersama Pak Anis dan Pak Muhaimin. https://t.co/LvPd8UWw2d,positif, Daulatkan kekuatan Budaya secara global bersama Pak Anis dan Pak Muhaimin.  ,11
Cawapres nomor urut 1 Gus Muhaimin @cakimiNOW menegaskan strategi untuk meningkatkan investasi usaha menengah dan mendorong usaha kecil naik kelas. Slepet Guss. #DebatCawapres #SlepetAjaGus #SlepetNomic #AniesMuhaimin2024,netral, Cawapres nomor urut 1 Gus Muhaimin  menegaskan strategi untuk meningkatkan investasi usaha menengah dan mendorong usaha kecil naik kelas. Slepet Guss.     ,21
@Mosthafavi Istilah standar ganda dan hipokrit silahkan digunakan kalau memang apa yg dilakukan sama anies sama ganjar mengkritisi kementerian yg masih sesuai dgn tema debat gak bikin gimmick gesture ngatain lawan debat ngambek atau saya tdk menjelaskan krn beliau professor apaan ,netral,  Istilah standar ganda dan hipokrit silahkan digunakan kalau memang apa yang dilakukan sama anies sama ganjar mengkritisi kementerian yang masih sesuai dengan  tema debat tidak bikin gimik gestur mengatai lawan debat ambek atau saya tidak menjelaskan karena  beliau profesor apaan  ,40
@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 Lah cara yang dipakai Gibran kemarin apa dong,netral,            Lah cara yang dipakai Gibran kemarin apa dong ,8
Yang ditanya itu perasaan anda pak.. Ngapain bilang sudahlah mas anies.. intinya... ini tim pakar komunikasi Paslon No2 gak brifing ya..? Capres no1 bertanya capres no2 malah ngerumpi. #DebatPilpres2024 #ngerumpi https://t.co/Zsp5y96J0S,netral, Yang ditanya itu perasaan anda pak.. Ngapain bilang sudahlah mas anies.. intinya... ini tim pakar komunikasi Paslon No2 tidak arahan ya..? Capres nomor 1 bertanya capres nomor 2 malah ngerumpi.    ,30
Analis Politik: Gibran Kuasai Debat Cawapres Dalam debat cawapres yang pertama terbukti El Slepet dan El Taro dimasak habis oleh El Sulfat. https://t.co/eTAihxGyZH,positif, Analis Politik: Gibran Kuasai Debat Cawapres Dalam debat cawapres yang pertama terbukti El Slepet dan El Taro dimasak habis oleh El Sulfat.  ,22
@Projo_Pusat @Cakrawala_nst @Gerindra @gibran_tweet @prabowo @budimuni98 @RcyberProj0 @handoko2411 @FALDA81 Siap kalahkan No 2,negatif,          Siap kalahkan No 2 ,4
Pak ! Nanti kalau lulus saya kerja apa ? Jawabannya Ganjar Mahfud menjanjikan 17 juta lapangan kerja baru. Itu bisa dilakukan karena Calon presiden nomor urut 3 Ganjar Pranowo sudah memiliki bukti konkret dalam mengatasi angka pengangguran dan masalah lapangan pekerjaan https://t.co/pr0E7pRpN2,positif, Pak ! Nanti kalau lulus saya kerja apa ? Jawabannya Ganjar Mahfud menjanjikan 17 juta lapangan kerja baru. Itu bisa dilakukan karena Calon presiden nomor urut 3 Ganjar Pranowo sudah memiliki bukti konkret dalam mengatasi angka pengangguran dan masalah lapangan pekerjaan  ,41
@PartaiSocmed Ngatain diri sendiri Prabowo calon berulang kali itu apa namanya? Kalau bukan ambisius.,netral,  Ngatain diri sendiri Prabowo calon berulang kali itu apa namanya? Kalau bukan ambisius. ,13
@gloriahermawan @tomlembong emg iya? @gibran_tweet,netral,   memang  iya?  ,2
@Uki23 Dari seluruh capres cuma prabowo pernah berurusan dengan dewan kehormatan perwira dan akhirnya dipecat.,negatif,  Dari seluruh capres cuma prabowo pernah berurusan dengan dewan kehormatan perwira dan akhirnya dipecat. ,14
@TxtdariHI Tapi serius di sekitarku pendukung prabowo banyak banget. Bahkan di tempat kerjaku sendiri aku jelas2 dukung anies sendirian real. Lainnya bener2 prabowo ,netral,  Tapi serius di sekitarku pendukung prabowo banyak banget. Bahkan di tempat kerjaku sendiri saya jelas jelas dukung anies sendirian real. Lainnya benar benar  prabowo  ,24
@ganjarpranowo Antusias warga menyambut bapak Ganjar luar biasa apa lagi makan duren wah makin nikmat dan mantap,netral,  Antusias warga menyambut bapak Ganjar luar biasa apa lagi makan durian wah makin nikmat dan mantap ,16
@kikysaputrii Support Prabowo Pilih Ganjar Coblos Anies,netral,  Support Prabowo Pilih Ganjar Coblos Anies ,6
@an15wn @YoourOneAndOnly @febrianahana98 @abdurarsyad @cakimiNOW @aniesbaswedan Kalopun statement anies selaras dgn imin anies ga sampe nyebut 40 sih. Seingetku cuma 14 alias ga banyak2 amat,netral,       Kalopun pernyataan anies selaras dengan  imin anies tidak sampai sebut 40 sih. Seingetku cuma 14 alias tidak banyak banyak amat ,20
@Dennysiregar7 Semoga benar Den. Sy sangat setuju klo Ganjar-Mahfud menang satu putaran atau menang dua putaran. Semoga menang-menang-menang.,netral,  Semoga benar Den. Sy sangat setuju kalau Ganjar-Mahfud menang satu putaran atau menang dua putaran. Semoga menang-menang-menang. ,17
@BosPurwa Pak Anies emang ga pernah pake kata2 yg wong cilik ga bisa paham...?,netral,  Pak Anies memang tidak pernah pakai kata kata yang orang cilik tidak bisa paham...? ,14
@adellianur boleh dong. DM untuk atur waktu ya! Terima kasih..,netral,  boleh dong. DM untuk atur waktu ya! Terima kasih.. ,9
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo dah biasa kalah ya jadi rada kurang malunya ,netral,     sudah biasa kalah ya jadi agak  kurang malunya  ,8
Gibran berdiri kompori pendukung @KPU_ID yang minta maaf karena tidak menyediakan gas ,netral, Gibran berdiri kompori pendukung  yang meminta maaf karena tidak menyediakan gas  ,11
Gus muhaimin menyoroti food estate menurutnya food estate hanya menguntungkan kroni kroninya saja tidak berpihak kepada rakyat dan tidak menjaga keseimbangan lingkungan. #RezimPerusakLingkungan #AMINAjaDulu @aniesbaswedan @cakimiNOW https://t.co/51yB43UoWZ,netral, Gus muhaimin menyoroti makanan perkebunan menurutnya makanan perkebunan hanya menguntungkan kroni kroninya saja tidak berpihak kepada rakyat dan tidak menjaga keseimbangan lingkungan.      ,22
Kl lihat pak anis inikan pendendam ( suka Nyindir suka ngungkit ) setelah debat semalam nnt yng kasihan pak prabowo di debat selanjutnya pasti di hajar habis habisan sama pak anis ,netral, Kl lihat pak anies inikan pendendam ( suka Nyindir suka ungkit ) setelah debat semalam nanti yang  kasihan pak prabowo di debat selanjutnya pasti di hajar habis habisan sama pak anies  ,31
Senam Gemoy di Bawah Guyuran Hujan Tetap Lanjut Makin Semangat Dukung Prabowo-Gibran Menang Satu Putaran - Jaring News - https://t.co/6chFFj6aC2 https://t.co/88C3oarisZ #IndonesiaKuatIndonesiaMaju #DiplomasiProgresif02 #02Melanjutkan,netral, Senam Gemoy di Bawah Guyuran Hujan Tetap Lanjut Makin Semangat Dukung Prabowo-Gibran Menang Satu Putaran - Jaring News -      ,19
@Gojekmilitan Madura bukan Gibran Apalagi Prabowo,netral,  Madura bukan Gibran Apalagi Prabowo ,5
Selamat Pagi INDONESIA JANGAN GENTAR ADA GANJAR JANGAN TAKUT ADA MAHFUD #GanjarMahfudM3nang #GanjarPresiden https://t.co/7xHjdj73FF,netral, Selamat Pagi INDONESIA JANGAN GENTAR ADA GANJAR JANGAN TAKUT ADA MAHFUD    ,11
@renandabachtar Suruh Prabowo bicara Etik sama Tokoh ini. Dan dimn etika Demokrat mmaksa maksa Pak Anies utk jdikan AHY wakilnya. Klw klian gagal mnjdikn AHY Cwpres Anies silhkn delegasi Demokrat di evaluasi jgn fitnah² ga jlas. Gus Muhaimin gagal jdi Cwapres Prabowo tp tdk mnghujt Prabowo https://t.co/B7RkL4h5kt,netral,  Suruh Prabowo bicara Etik sama Tokoh ini. Dan dimana etika Demokrat memaksa paksa Pak Anies untuk jadikan AHY wakilnya. Klw kalian gagal menjadikan AHY Cwpres Anies silahkan delegasi Demokrat di evaluasi jangan fitnah fitnah tidak jlas. Gus Muhaimin gagal jadi Cwapres Prabowo tapi tidak menghujat Prabowo  ,46
But Cak Imin has a good kick. Kali ini lebih berbobot ketimbang debat cawapres kemarin. Beliau bener2 memanfaatkan panggungnya dengan baik. When the stage is mine I burn the stage. Kurang lebih begitu penampilannya kali ini. Well seems he briefed well by Abah Anies.,positif, But Cak Imin punya a bagus kick. Kali ini lebih berbobot ketimbang debat cawapres kemarin. Beliau benar benar  memanfaatkan panggungnya dengan baik. When itu panggung adalah milikku I membakar itu stage. Kurang lebih begitu penampilannya kali ini. Well tampaknya dia diberi pengarahan sehat oleh Abah Anies. ,46
@ganjarpranowo Warga sekitar pasti sangat senang dengan kedatangan Pak Ganjar sebagai calon pemimpinnya,positif,  Warga sekitar pasti sangat senang dengan kedatangan Pak Ganjar sebagai calon pemimpinnya ,12
