full_text,sentiment,word_count,text_preprocessed
Mas @gibran_tweet Mbenjang nak menang pas potong tumpeng ampun lali diajak malih nggih? https://t.co/wMFhfuWw2E,0,12,mas besok anak menang pas potong tumpeng ampun lupa ajak iya
@kba_news Anies memberikan harapan baru bagi masyarakat.,1,6,anies harap masyarakat
@AlissaWahid @gibran_tweet Jahil oke lah tp tdk dg sikap melecehkan. Terlalu berlebihan kl menyebut melecehkan ,0,13,jahil oke sikap leceh sebut leceh
@suaradotcom rakyat salut dengan prestasi mas gibran,1,6,rakyat salut prestasi mas gibran
dan pelakunya termasuk kasus2 hukum yang lainnya. Semoga Pak Anies diberi kesehatan dan keselamatan dunia akhirat Aamiin YRA #freepalestine #amin ------------- Apapun postingan kalian jangan lupakan Palestina🇵🇸,1,26,pelakunya hukum moga anies sehat selamat dunia akhirat amin yra apa postingan lupa palestina
@fadlizon @prabowo @gibran_tweet Yg dminta bahlil sm zulkifli cepet2 ya ?,0,9,bahlil zulkifli cepat cepat iya
Muhaimin Iskandar dikasih paham sama Gibran cuma bisa cengar cengir keparat,0,11,muhaimin iskandar kasih paham gibran cengar cengir keparat
@elfrans_golkari @narkosun Kata bapak gue: Mahfud dibikin hilang ilmunya karena Gibran! Soalnya ya sudah beda ilmu sih Mahfud soal hukum jago dan memang membawa fakta dari masa lalu. Tapi ini fokusnya ke Ekonomi dan Digital meskipun ada peran hukum di sana tapi substansinya sudah pasti hal-hal yang,0,46,mahfud bikin hilang ilmunya gibran iya beda ilmu sih memahfud hukum jago bawa fakta fokus ekonomi digital peran hukum substansi
@JessicaNeo4 Ganjar Jelas Clear Anies pas juga cerdik kalau Prabowo boleh tapi sudah riweh dengan membawa putusan mkmk kalau mau jujur tanpa embel embel putaran 2 nanti harusnya Ganjar dan anies kalau 1 putaran mereka ber 3 imbang dan berat menang,0,40,ganjar jernih anies pas cerdik prabowo riweh bawa putus mkmk jujur embel embel putar ganjar anies putar ber imbang berat menang
@idextratime Prabowo - muhaimin biar masakan gosong,0,6,prabowo muhaimin biar masa gosong
Menteri Pertahanan Prabowo Subianto @prabowo menegaskan komitmennya sejak dilantik oleh Presiden Jokowi @jokowi untuk mengembangkan dan mewujudkan kemandirian industri pertahanan dalam negeri https://t.co/HLKzMrgbX4,1,20,menteri tahan prabowo subianto komitmen lantik presiden jokowi embang wujud mandiri industri tahan negeri
@saludosparatii @pangeransiahaan Maka dari itu karena pak jokowi blm percaya sama prabowo anaknya dicalonkan dia diam saja,0,15,jokowi percaya prabowo anak calon diam
Nah makin dag dig dukg nih bocil... Lawan debatnya Gus Muhaimin dan Prof Mahfud Siapin toilet samping Gibran,0,18,dag dig dug ini bocil lawan debat gus muhaimin profesor mahfud siap toilet samping gibran
Curiga kalo sebenernya pak ganjar lagi soft selling brand jaketnya dia,0,11,curiga ganjar lembut jual merek jaket
Ganjar-Mahfud tidak hanya mencari solusi instan tetapi juga memiliki rencana jangka panjang untuk memastikan keberlanjutan pertumbuhan ekonomi. @pfaylist Juara ! Pasti Lebih Baik https://t.co/khnD8DyVKf,1,22,ganjar mahfud cari solusi instan milik rencana jangka lanjut tumbuh ekonomi juara
Please help me..... Wakanda no more Indonesia forever @aniesbaswedan @cakimiNOW siapkan Keadilan untuk melawan ketidakadilan. Banyak terjadi permasalahan tapi negara abai dan diam Korban trauma ada yg pula mengakhiri dengan bunuh diri karena tak ada yg membantu. https://t.co/jCBqXhgx5Q,1,35,tolong tolong wakanda indonesia siap adil melawan tidak adil masalah negara abai diam korban trauma bunuh bantu
@kurawa Beda tingkat etika pendukung 02 sama pendukung 01&amp;03. Padahal ganjar dan anies cuma mau nanyain kinerja menhan doang,0,18,beda tingkat etika dukung dukung ganjar anies tanya kinerja menhan
@Syaifud30457221 @Naz_lira @gibran_tweet makanya harus sering datang ke undangan debat sebelumnya biar sikap dan mental terbangun dengan baik dan kuat walaupun itu bukan debat resmi kpu bran kamu kocak,0,26,undang debat biar sikap mental bangun kuat debat resmi kpu gibran kocak
Pengamat menilai Pilpres 2024 masih ada potensi dua putaran meskipun elektabilitas Prabowo-Gibran rata melampaui 50%. Warning! Semua pendukung 02 hrs dtg ke TPS nih agar 1 putaran bisa terealisasi demi menghemat 70 triliun APBN utk putaran kedua. All In Prabowo-Gibran 🇮🇩 https://t.co/1cyoTpfquZ,0,41,amat nilai pilpres potensi putar elektabilitas prabowo gibran lampau ingat dukung tps ini putar realisasi hemat triliun apbn putar prabowo gibr
Keterbukaan Ganjar-Mahfud terhadap inovasi dan perkembangan teknologi akan mengakselerasi transformasi digital dalam sektor perdagangan. @understarsz_ Hebat ! Pasti Lebih Baik https://t.co/ZQ0SSshdyO,1,19,buka ganjar mahfud inovasi kembang teknologi akselerasi transformasi digital sektor dagang hebat
Dengan menjamin transparansi dalam IPO Ganjar-Mahfud memberikan jaminan bahwa investor mendapatkan informasi yang akurat dan lengkap sebelum membuat keputusan investasi. @silvi_str Hebat ! Pasti Lebih Baik https://t.co/v2lqkcnWvO,1,25,jamin transparansi ipo ganjar mahfud jamin investor informasi akurat lengkap putus investasi hebat
Keberhasilan Ganjar-Mahfud dalam meningkatkan daya saing industri nasional menciptakan lapangan kerja yang berkelanjutan. @vame Juara ! Sat Set https://t.co/KctJrk84zm,0,17,hasil ganjar mahfud tingkat daya saing industri nasional cipta lapang kerja lanjut juara sat set
@fais21804461 Publik menilai kinerja pak prabowo selama menhan minus. Tidak bisa menjawab kritikan dan tidak bisa menerima kritik. Wkwkwk,0,18,publik nilai kinerja prabowo menhan minus kritikan terima kritik ha
@KompasTV Mas gibran pasti paling terhebat di debat nanti. Kejeniusan gak bisa ada yang nandingin,0,14,mas gibran hebat debat jenius tanding
@griselruiz88 @ganjarpranowo @mohmahfudmd @jokowi @prabowo @gibran_tweet @Gerindra @golkar_id @TomyAndikas @Fahmisalim2 @mochamadarip Ini valid banget sih pemilih Jokowi di Pilpres 2019 banyak yang milih Prabowo Gibran,0,14,valid sih pilih jokowi pilpres pilih prabowo gibran
@RisaHart @prabowo Tante buat datanya,0,3,tante data
@Nikmatul_Sg @ganjarpranowo Bapa Ganjar terhebatt dukung terus dan penuh dukungan untuk menangkan bapa Ganjar Gaspoll,0,13,ganjar hebat dukung penuh dukung menang ganjar gaspol
@unmagnetism prediksi lawan anis paling susah itu Muhaimin,0,7,prediksi lawan anies susah muhaimin
@mihrabku @prabowo Setidaknya komentar dengan bahasa yang santun pak @prabowo anda sangat temperamental dan tidak pintar. Mohon kendalikan emosinya .,0,17,komentar bahasa santun temperamental pintar mohon kendali emosi
@Fatalenigmax @Hasbil_Lbs @prabowo Kocak siii headlinenya terlalu keras bepikir ,0,7,kocak si judul berita keras pikir
Pak anies cm ikutin data ini eh kok pak prabowo emosikkk sih ini kn yg ngomong bapaknya mas gibran ,0,19,anies ikut data eh prabowo emosi sih omong bapak mas gibran
Jangankan Muhaimin ditanya SGIE tidak tahu. ChatGPT juga akan bingung jika ditanya istilah SGIE oleh Gibran,0,16,muhaimin sgie chatgpt bingung istilah sgie gibran
Ganjar-Mahfud melibatkan semua pihak terkait dalam merumuskan langkah-langkah strategis untuk mengoptimalkan perdagangan. @wargamalangg Hebat ! Pasti Lebih Baik https://t.co/UasW8A9iOb,1,17,ganjar mahfud libat kait rumus langkah langkah strategis optimal dagang hebat
pak anies lucu bgt apa boleh jd menantunya ,0,8,anies lucu menantu
@IMachjar @SOBAT_ANIES Mau dong kaosnya...,0,3,kaos
@Nikmatul_Sg bagus banget cuy semoga menang ya allah. Karna pasangan baik tulus merakyat cuman ganjar mahfud,0,15,bagus cuy moga menang iya allah pasang tulus rakyat ganjar mahfud
Prabowo bisa menang? Jadi presiden.? Gak mungkin banget... Ada keledai yg jatuh 3 kali di lubang yg sama.. Maka bisa dipastikan keledai itu akan jatuh ke empat kalinya..jika lewat jalan yg sama..,-1,32,prabowo menang presiden keledai jatuh kali lubang keledai jatuh kali jalan
Waktu Gibran ngomporin audiens Sis ini kemana yyyy. Double standard sekaliyyy~~,0,11,gibran kompor audiens saudari mana iya dobel standar
@ceplukman26 @txtpejabat Bodoamatttt...yg jelas tgl 14/02 saya coblos Anies-muhaimin...,1,7,bodoh tanggal coblos anies muhaimin
@Gojekmilitan Madura bukan Gibran Apalagi Prabowo,0,5,madura gibran prabowo
@SahabatAKost @prabowo @gibran_tweet BANSOS duwit negara utk kampanye PRABOWO https://t.co/gKrTWn8C2i,-1,6,bansos duit negara kampanye prabowo
Pertemuan Jokowi dgn Prabowo adl pertemuan antara Presiden dgn menterinya. Sama spt pertemuannya dgn AH dan Zulhas. Ini 'hanya' pertemuan antara Presiden dgn Ketum dari Parpol koalisi yg mendukung Gibran sbg Cawapres. Terlalu naif jika berharap Jokowi tdk berpihak. #Pilpres2024,1,39,temu jokowi prabowo temu presiden menteri temu ah zulhas temu presiden tum parpol koalisi dukung gibran cawapres naif harap jokow pihak
Yang kemarin koar² 80T Anies gk bisa ngurus Jakarta tanpa dijawab udah terjawab sendiri kan. kebenaran akan menemukan jalannya sendiri Ini membuktikan pak anies manajemen keuangan provinsinya bagus. 80T malah surplus pengakuan PJ aja gak cukup itu segitu. Dari sinilah kita,0,42,kemarin koar koar triliun anies urus jakarta jawab benar temu jalan bukti anies manajemen uang provinsi bagus triliun surplus aku pj
@DPNAminBalad @cakimiNOW Sukses slalu pak Gus Muhaimin,1,5,sukses gus muhaimin
Rangkuman Debat Cawapres 2024 Inilah Poin-poin Penting Cak Imin Gibran dan Mahfud MD https://t.co/pmXeClSdXH,0,13,rangkum debat cawapres poin poin cak imin gibran mahfud md
@bengkeldodo @99propaganda @_NusantaraLand_ @AndreasSolusi @EffendiRistriy1 @EricRicaldo @DarekaRendy @xquitavee @azissubekti @BANGHAYEK @blontankpoer Setuju makanya kami mendukung Ganjar Mahfud yg sat set dan tas tes,1,12,tuju dukung ganjar mahfud sat set tas tes
@PKSejahtera @cakimiNOW Pak Anies &amp; Gus Imin tlah berhsl tampil dialogis &amp; humanis. Mk partai2 pengusung sdh hrs tunjukkan perfomance yg gemilang shg AMIN mmp menjd ekosistem yg kondusif &amp; solutif sbg jawaban atas smua persoalan bangsa utk wujudkan sbuah perubahan menuju Indonesia adil makmur bg semua.,1,46,anies gus imin hasil tampil dialogis humanis partai partai usung tunjuk pertunjukan gemilang amin ekosistem kondusif solutif bangsa wujud ubah indonesia adil makmur bang
Klaim yang disebut Muhaimin Iskandar atau @cakimiNOW tentang kecepatan internet di Indonesia sangat rendah adalah benar. Dimana penilaian ini diberikan saat berbagai sumber terpercaya menginformasi klaim/informasi yang valid. Selengkapnya cek https://t.co/HtW7sR89o1 #medcomid https://t.co/Mt3Yliw1AI,0,29,klaim muhaimin iskandar cepat internat indonesia rendah mana nilai sumber percaya informasi klaim informasi valid lengkap cek
@askencana Pintar memutar mutar kata seolah gagasan baru yang cerdas. Yang terbuai rata rata orang yang tak mampu bernarasi bagus serta tidak paham konteks. Pendukung Anies adalah pembenci Jokowi dan Prabowo. Fakta. Mau denial biar terlihat bijak silakan saja ,-1,38,pintar putar putar gagas cerdas buai orang narasi bagus paham konteks dukung anies benci jokowi prabowo fakta penyangkalan biar bijak silah
@merdekadotcom pak Mahfud selalu menghormati siapapun karena beliau memiliki attitude yang baik,1,11,mahfud hormat beliau milik sikap
@liputan6dotcom Nggak usah bingung kalo Anies Baswedan kalah langsung aja dukung Ganjar Pranowo. Lebih efektif https://t.co/WwopYmlBzD,0,14,bingung anies baswedan kalah langsung dukung ganjar pranowo efektif
@brother_djon @Rat_Latifa Kalau ini valid infonya.. Pelakunya sangat BIADAB,0,7,valid info pelakunya biadab
@firmaansyah_ari @puanmaharani_ri ayo bersama raih kemenangan Ganjar-Mahfud,1,5,ayo raih menang ganjar mahfud
@SantorinisSun Giliran Anies memberi nilai 11 dari 100 dan Ganjar memberi 5 dari 10 sambil tertawa ke Prabowo itu kritikan. Giliran dibalas sama Gibran pada tantrum ngomongnya gk da etik. Oalah bro...hatimu udah ketutup emang.,0,34,gilir anies nilai ganjar tawa prabowo kritikan gilir balas gibran tantrum omong etik oalah saudara hati tutup
@txtdariuca @_Hrst gasi anies jg ga gabecus wkwwk,-1,8,sih anies becus ha
Ganjar-Mahfud memimpin dengan cara yang mempersatukan menciptakan kerjasama lintas sektor untuk mengoptimalkan potensi perdagangan. @vallteyc Hebat ! Pasti Lebih Baik https://t.co/Ag1u7TI2QP,1,20,ganjar mahfud pimpin satu cipta kerja lintas sektor optimal potensi dagang hebat
COBA AJA BENERAN PAK ANIES SAMA PAK MAHFUD. aku tutup mata juga pasti milih mereka dari awal,0,17,coba benar anies mahfud tutup mata pilih
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Kaya lg pipis apa pake pampers ya? https://t.co/tYiYSnCIzi,0,7,pipis pakai popok iya
Kasian pak Prabowo sebenarnya,0,4,kasihan prabowo
Bangun tidur bapak gw teriak semalem muhaimin debatnya keren padahal gw nonton live dari kamar,0,15,bangun tidur teriak malam muhaimin debat keren tonton hidup kamar
@BISMOLICIOUS @txtdaritng Ok oce itu program Bang Sandi ketika bang sandi cawapres Pak Anies ganti nama jadi Jakpreuner. Dan itu sangat berjalan dan aktif UMKM DKI silahkan cek ke tiap kelurahan dan kecamatan DKI.,0,32,oke oke program bang sandi bang sandi cawapres anies ganti nama jakpreneur jalan aktif umkm dki silah cek lurah camat dki
@YUT4NC7 Jawabannya sejelas ini lho. Kalo Anies - Gibran konteksnya ga akan seperti ini. Bisa jadi kita yg lawan. Kebanyakan what if. https://t.co/DkEi71EJTk,0,21,jawab jelas lo anies gibran konteks lawan kebanyakan
@bengkeldodo Wkwkwk elu yg ga paham do.. makany sekolah biar kaya Muhaimin.,0,11,ha paham sekolah biar muhaimin
@aniesbaswedan support e sport kita ya pak. Pak anies menang indonesia lebih baik. kalah ? ke pak ganjar aja kita daripada ke bowo mah. https://t.co/RobnFMDrtX,0,23,dukung e olahraga iya anies menang indonesia kalah ganjar prabowo mah
@CFCSetiawan @tubirfess Masalahnya grassroot ga melihat penilaian ini dari sosmed. Jadi apa pilihan mereka di awal maka itu akan jadi seterusnya. 02 mendapatkan itu. Kebanyakan alasan yg gw dapat ya soal empati. Mereka meletakkan empati itu ke Prabowo dgn ngasih kesempatan Krn kasian udh 4x nyalon ,0,46,akar rumput nilai sosmed pilih kebanyakan alas iya empati letak empati prabowo kasih sempat kasihan kali calon
Masyarakat percaya bahwa Ganjar-Mahfud akan menciptakan kebijakan anggaran yang inklusif dan merata bagi seluruh lapisan masyarakat. @wonief4v Juara ! Sat Set https://t.co/dzvzLkXnot,1,20,masyarakat percaya ganjar mahfud cipta bija anggar inklusif rata lapis masyarakat juara sat set
HANYA 2 KATA MEMENANGKAN ANIES 1. AMIN. Diucapkan ratusan x olh umat islam tiap hr 2. PERUBAHAN. Adlh harapan semua masyarakat saat ini 2 kata ini tlh terekam di dlm alam bawah sadar seluruh rakyat shg perubahan menjadi wajib,0,39,menang anies amin ratus kali umat islam ubah harap masyarakat rekam alam sadar rakyat ubah wajib
pak anies tolong dibriefing lg cawapresnya pls,0,7,anies tolong arah cawapresnya tolong
@exelrockstar @jabangtetuko007 @haliim7 @Muhammad_Saewad Tpi itu ALASAN prabowo ingin berkuasa... Gak perlu menutupi yg sudah jelas,0,12,alas prabowo kuasa tutup
@hasmibakhtiar Anies klo soal ngomong dan janji mmg indah2 tp hasilnya zero...sama spt debat d pilgub dki jkt janjinya indahkan?? tp hasilnya 000,-1,22,anies omong janji indah indah hasil nol debat pilgub dki jakarta janji indah hasil
@gibran_tweet @Gerindra mas raka sampaikan pemintaan maaf saya ke pak Jokowi dodo karna 2 periode saya selalu mencaci beliau karna saya selalu mendukung pak Prabowo sy mohon mas saya JUMARDI dari Sulawesi Selatan Takalar supaya hati saya lega karna sy disadarkan oleh pak Prabowo tentang sosok pak Jokowi,0,46,mas raka minta maaf jokowi dodo periode caci beliau dukung prabowo mohon mas jumardi sulawesi selatan takalar hati lega sadar prabowo sosok jokow
Pidato anies opening dan closing busssseet BERGETAAARR njir gue. Astagaa pak anies. Maju maju menang!,1,15,pidato anies buka tutup buset getar anjir astaga anies maju maju menang
@realfedinuril @prabowo @Dahnilanzar Ayo jogeeet mana si omon2 ati2 stroke,0,9,ayo joget si omong omong hati hati strok
Ganjar-Mahfud membawa semangat baru untuk Indonesia yang lebih adil dan sejahtera @NicholasOke VisiMisi GanjarMahfud https://t.co/pFlUVeNa1g,1,13,ganjar mahfud bawa semangat indonesia adil sejahtera visi misi ganjar memahfud
@rmol_id Mas Gibran pemimpin muda harapan generasi muda yg cemerlang,0,9,mas gibran pimpin muda harap generasi muda cemerlang
@cininicana @Gus_Raharjo Pilihanku memang ga pernah salah sih pak ganjar mahfud,0,9,pilih salah sih ganjar mahfud
@DrEvaChaniago @aniesbaswedan Jangan mendiskreditkan Prabowo soal omon omon omon . Memang di menit itu sinyal g tidak bisa tertangkap jaringan televisi,0,19,diskredit prabowo omong omon omong menit sinyal tangkap jaring televisi
Pak Anis Baswedan debat anda luar biasa jawaban dan tanggapan pak Anies Baswedan sangat masuk akal I LOVE YOU Pak Anies Baswedan dan Gus Muhaimin. #AniesMuhaimin2024 #AniesPresiden2024 #AniesMuhaimin #AniesMuhaimin2024presidenku,1,25,anies baswedan debat tanggap anies baswed masuk akal i cinta anies baswed gus muhaimin
@prabowo @habiburokhman @andre_rosiade @Dahnilanzar @Chavesz08 @bengkeldodo @xquitavee @ajengcute16__ @Heraloebss @Gr4sssss Ngoaahahahahaaaaa... nda-tanda nya https://t.co/JQNd5vQOkp,0,3,ha tanda nya
@papa_loren Iyaa Papa amatiran nih ,0,4,iya amatir ini
Muhaimin: Janjikan KAMU dan 5 Milyar Setiap Desa per Tahun #DebatCawapers #Muhaimin #Pokrol https://t.co/gv6K6q5E9p,1,10,muhaimin janji miliar desa
@kumparan InsyaAllah AMIN No 1. ANIES-MUHAIMIN https://t.co/8R7Iw6ZPmf,0,5,insya allah amin anies muhaimin
Family Goals! Usai Debat Ganjar Langsung Dapat Pelukan Hangat dari Anak dan Istri https://t.co/gTMPYMdK1k,0,13,keluarga target debat ganjar langsung pelukan hangat anak istri
Muhaimin Yakin Anies Tampil Maksimal di Debat Capres Terakhir ____ Cawapres nomor urut 1 Muhaimin Iskandar atau Cak Imin mengungkap persiapan capresnya Anies Baswedan dalam menghadapi Debat Pilpres terakhir. Cak Imin mengatakan dalam debat nanti Anies akan membawa topik-topik https://t.co/TdGfcMGTMB,0,39,muhaimin anies tampil maksimal debat capres cawapres nomor urut memuhaim iskandar cak imin ungkap siap capresnya anies baswedan hadap debat pilpres cak im debat anies bawa topik topik
Menurut Prabowo Subianto pernyataan yang disampaikan Anies justru tak sejalan dengan gagasan Muhaimin. #IDNTimes #GenZMemilih https://t.co/7u5HZwabBz,-1,13,prabowo subianto nyata anies sejalan gagas muhaimin
gue nemu komen kalo slogan AMIN stand for anggaran minim not anies muhaimin HELP ABAH &amp; sonny angel ,0,18,temu koman selogan amin diri anggar minim anies muhaimin tolong abah sonny angel
Anies - Imin MENANG #PerubahanPastiMenang #AMINAjaDulu A Muhaimin Iskandar @aniesbaswedan @cak https://t.co/wCk23vrfvA,1,7,anies imin menang a muhaimin iskandar
@tvOneNews aura positif Gus Muhaimin sangat melekat kuat di bandan dan jiwanya,1,11,aura positif gus muhaimin lekat kuat badan jiwa
TKN Klaim Prabowo Menang Debat Pertama Capres Pede Elektabilitas Naik https://t.co/o9pnZ7mx4I,1,10,tkn klaim prabowo menang debat capres percaya elektabilitas
@aksakuncor40601 @BangPino__ Bukan pas tapi pak anies emang cerdas ️️️,1,8,pas anies cerdas
@RcyberProj0 @FALDA81 @Gerindra @gibran_tweet @prabowo @budimuni98 @Projo_Pusat @handoko2411 Q doakan semoga 2 putaran,0,5,doa moga putar
@5t3v3n_P3g3L Dia kabur duluan koq... Memang tidak mau bersalaman sama pak Anies. Ngeri seandainya dia berkuasa. Bisa-bisa tidak ada yg di hargai yg di bawah umur dia.,0,26,kabur dulu salam anies ngeri anda kuasa harga umur
@Bangzuber @benkuswardhana @prabowo Batal cuma lisan gak ada Hitam di atas putih dokumen resmi pembatalan. Kalo ada tunjukkan lah,0,16,batal lisan hitam putih dokumen resmi batal tunjuk
@Gus_Raharjo Menyerang fitnah dengan fakta Ganjar tak gentar berdiskusi. Masa lalu saya adalah bukti kesungguhan dan kejujuran,0,16,serang fitnah fakta ganjar gentar diskusi bukti sungguh jujur
@tvOneNews all in pak mahfud menangg,0,5,mahfud menang
@budimandjatmiko @gibran_tweet Semua begundal... Turun.. Cebokin yang bersih!!!!,0,6,begundal turun cebok bersih
@zarryhendrik analisa gw sebagai awam bang waktu debat cawapres juga mas gib nyerang pak imin seolah pertanyaan sangat sulit orang orang ngetawain pak imin pak anies sebagai kolega pak imin hanya ingin membalasnya salah?,0,33,analisis awam bang debat cawapres mas gibran serang imin sulit orang orang tawa im anies kolega im balas salah
@tempodotco Yakin bersama anis-muhaimin,1,3,anies muhaimin
@MarsyaNa1 @BangPino__ Kan gk tau pastinya berapa.. Yag paling aman adalah gunakan data dr debat capres 2019 sperti Gibran yg pke cara debat bapakx d 2019 ttg terminologi..,0,25,pasti aman data debat capres gibran pakai debat terminologi
Para kecebong nyasar ngasih koment tertawakan saja ..hahahaaa karna panik denger stateman Anies ...langsung stress para kecebong.,1,17,kecebong sasar kasih komentar tawa ha panik dengar nyata anies langsung stres kecebong
@sutanmangara prestasi jokowi itu prestasinya prabowo.....,-1,5,prestasi jokowi prestasi prabowo
Cawapres nomor urut 1 Muhaimin Iskandar mengingatkan Presiden Jokowi agar prestasinya tidak terganggu pemilu yang harus dijaga keadilannya. Minggu (7/01). Ard Talk Cawapres nomor urut 1 Muhaimin Iskandar #BeritaElshinta https://t.co/Sku4GS8NAG,1,28,cawapres nomor urut muhaimin iskandar presiden jokowi prestasi ganggu milu jaga adil minggu ard bicara cawapres nomor urut memuhaim iskandar
Target Ganjar-Mahfud bukan hanya angka tapi kesejahteraan bagi semua lapisan masyarakat @neuwchacus VisiMisi GanjarMahfud https://t.co/reP1UbiORy,1,13,target ganjar mahfud angka sejahtera lapis masyarakat visi misi ganjar memahfud
that GUS MUHAIMIN NI AGAK ANEH YA GIBRENGGGG,-1,8,gus muhaimin ini aneh iya gibran
Ada influenser dukung Anies di puji setinggi langit giliran ada influenser dukung Prabowo d sikat abis sama pendukung Anies dan Ganjar wkwkwk kompak x mereka. Teriak demokrasi tapi ada orang dukung Paslon lain d caci maki,-1,34,pengaruh dukung anies puji langit gilir pengaruh dukung prabowo sikat habis dukung anies ganjar ha kompak kali teriak demokrasi orang dukung paslon caci maki
@kumparan Pertanyaan²nya @prabowo mudah di jawab dan gampang dipatahkan nanti giliran @gibran_tweet yang akan berhadapan dengan @mohmahfudmd dan @cakimiNOW Pak Anies dan tim udah mempersiapkan masukan (pertanyaan²an dari Kampus) jadi Pak Anies jawaban²nya KONSISTEN ... ,0,31,tanya mudah gampang patah gilir hadap anies tim pasu tanya kampus anies jawab konsisten
@ganjarpranowo Selaalu disambut dgn ramah ya pak ganjar ini,1,8,sambut ramah iya ganjar
@kindashua Soasik bgt mb .... kalo ketemu langsung berani bangsat bangsatin gibran? Wkwkwkw anies ganjar kemaren ngarate prabowo aja ga pada bangsat2in anies ganjar wkwkwkwkwkwkkw mampus si kata gue,0,29,sok asik mbak temu langsung berani bangsat bangsat gibran ha anies ganjar kemarin karate prabowo bangsat bangsat anies ganjar ha mampus si
Ganjar-Mahfud sosok yang nggak hanya punya keberanian dalam berpolitik tapi juga dalam melaksanakan p3duli lingkungan @sayurasem014186 #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/DIhAtp3PHS,1,15,ganjar mahfud sosok berani politik laksana peduli lingkung
@ObiWan_Catnobi Betul PSI sama PDIP jadi oposisi di jakarta era Anies contohnya. Walaupun suka Gedeg sama mereka karena ga jarang ad hominem tapi ya bagus. Makanya kebijakan2 lucu kaya lem Aibon bisa dicegah. Emang harus ada check and balance kalo pemerintahan mau sehat,0,43,psi pdip oposisi jakarta era anies contoh suka gedek jarang hominem iya bagus bija bija lucu lem aibon cegah cek seimbang perintah sehat
@DokterTifa Jadi makin yakin sama pak Anies kalahpun ga masalah ada pak Ganjar https://t.co/oNxOUqMVLe,0,12,anies kalah ganjar
Gibran mungkin Salah dalam sikap &amp; Gaya anak mudanya dengan meledek jawaban paslon lain Yang Jauh lebih sepuh tapi Gibran cepat sadar diri &amp; minta maaf menyalami &amp; memberi hormat kepada lawan debatnya ini berbeda dengan debat sebelumnya saat Anis &amp; Ganjar membuli Prabowo 🇮🇩🇮🇩,0,45,gibran salah sikap gaya anak muda ledek paslon sepuh gibr cepat sadar maaf salam hormat lawan debat beda debat anies ganjar membuli prabowo
Puji Gerakan Nazar Pemilu Muhaimin Iskandar : Mempermudah Doa Terkabul https://t.co/BkvrvI5uKM #TempoNasional,0,10,puji gerakan nazar milu muhaimin iskandar mudah doa kabul
@Gus_Raharjo #MahfudLebihBaik dan luar biasa Ganjar Mahfud Satset yg sangat tercepat untuk bertindak,1,11,ganjar mahfud sat set sat set cepat tindak
@AbanggSayur @NoviBudi78 @3st3h_M4n1z @aniesbaswedan @ganjarpranowo @prabowo Uaseeeem tenan ya le @gibran_tweet,0,4,asam banget iya
mereka jadi bisa saja whether mereka masih undecided atau swing voters akan hengkang dari Bapak mungkin itu yang perlu dievaluasi oleh Pak Anies strategi dalam menggoreng orang saat debat To be fair saya berharap Bapak bisa mengelaborasi atau apresiasi argumen lawan -cont'd,0,42,bimbang ayun pilih hengkang evaluasi anies strategi goreng orang debat adil harap elaborasi apresiasi argumen lawan contd
@herupurnom0 @realfedinuril @prabowo @Dahnilanzar Paling cuma di read doang,0,5,baca
Hasto pun menyebut cawapres 01 Muhaimin Iskandar juga sempat menyindir Gibran yang seolah lebih banyak menampilkan gimmick politik.#newsupdate #update #news #text https://t.co/ahkvCFW8jx,0,18,hasto sebut cawapres muhaimin iskandar sindir gibran tampil gimik politik
@riaditwit @msobri99 Jogetin aja Kan lebih Prabowo banget,0,6,joget prabowo
@abu_waras Ketika bertanya dlm perdebatan sepatutnya diperjelas makna pertanyaan secara baik bukan dgn singkatan yg menjadi bahan pertanyaan . Aku dan keluarga pilih ANIS DAN MUHAIMIN NO 1 aja.,0,28,debat patut jelas makna singkat bahan keluarga pilih anies muhaimin
@alamanda1804 @Fahrihamzah @Fahrihamza Beliau itu guru saya beliau dulu sangat luar biasa kami pernah bersama dan ngopi bareng waktu itu kami sama mendukung prabowo.ayo wa atubu illaihi bang @Fahrihamzah,0,25,beliau guru beliau kopi bareng dukung prabowo ayo atubu illaihi bang
Menyelesaikan persoalan-persoalan yang ada tentu tidak bisa hanya mengandalkan feeling. Perlu sudut pandang akademik yang komprehensif. Perihal polusi misalnya. Pak @prabowo bilang jangan menyalahkan angin . Bagi saya ini blunder. Di kalangan ilmuan semua bisa disalahkan.,0,35,selesai andal sudut pandang akademik komprehensif perihal polusi bilang salah angin salah ceroboh kalang ilmu salah
@tubidubidurafa @Didin_MUO @KuntoAjiW Gua peratau bang tinggal di Jkt udeh 13Thn ktp ane ttp daerah masanya Pak.Anies mmg lebih keren dr pemimpin yg udeh2 Warga atau yg tinggal di Jkt merasakan manfaat &amp; kemajuan kecuali yg org2 tutupmata dan buzzer2 munafik,1,42,rantau bang tinggal jakarta ktp daerah masa anies keren pimpin warga tinggal jakarta rasa manfaat maju kecuali orang orang tutup mata buzer buzer munafik
Gibran ikn prabowo mahfud ganjar amin anies muhaimin debat,0,9,gibran ikn prabowo mahfud ganjar amin anies muhaimin debat
